domain,module,intent,targetAudience,criticality,status,owner,sourceGuideId
files,document-manager,delete-single-file-record,general,critical,draft,copilot-auto-verify,document-manager--delete-single-file-record
files,document-manager,bulk-delete-selected-file-records,admin,critical,draft,copilot-auto-verify,document-manager--bulk-delete-selected-file-records
files,document-manager,sort-folder-tree-order,general,important,draft,copilot-auto-verify,document-manager--sort-folder-tree-order
files,document-manager,sort-files-by-name-or-modified-date,general,important,draft,copilot-auto-verify,document-manager--sort-files-by-name-or-modified-date
files,document-manager,resolve-file-or-folder-update-failure,general,critical,verified,copilot-auto-verify,document-manager--resolve-file-or-folder-update-failure
reporting,reports,open-reports-hub-dashboard,general,important,verified,copilot-auto-verify,reports--open-reports-hub-dashboard
reporting,reports,navigate-to-work-activity-summary-report,general,important,verified,copilot-auto-verify,reports--navigate-to-work-activity-summary-report
reporting,reports,navigate-to-worker-time-logs-report,general,important,verified,copilot-auto-verify,reports--navigate-to-worker-time-logs-report
reporting,reports,navigate-to-client-time-log-report,general,important,verified,copilot-auto-verify,reports--navigate-to-client-time-log-report
reporting,reports,navigate-to-client-statement-report,general,important,verified,copilot-auto-verify,reports--navigate-to-client-statement-report
reporting,reports,navigate-to-income-statement-report,general,important,verified,copilot-auto-verify,reports--navigate-to-income-statement-report
reporting,reports,navigate-to-accrual-adjustments-report,accountant,important,verified,copilot-auto-verify,reports--navigate-to-accrual-adjustments-report
reporting,reports,navigate-to-advanced-ai-search-report,general,important,verified,copilot-auto-verify,reports--navigate-to-advanced-ai-search-report
reporting,reports,generate-work-activity-report-by-contact-and-date,general,critical,verified,copilot-auto-verify,reports--generate-work-activity-report-by-contact-and-date
reporting,reports,generate-worker-time-log-report-by-worker-and-date,admin,critical,verified,copilot-auto-verify,reports--generate-worker-time-log-report-by-worker-and-date
reporting,reports,generate-client-time-log-report-by-contact-and-date,general,critical,verified,copilot-auto-verify,reports--generate-client-time-log-report-by-contact-and-date
reporting,reports,generate-client-statement-by-client-and-date,general,critical,draft,copilot-auto-verify,reports--generate-client-statement-by-client-and-date
reporting,reports,print-work-activity-report,general,important,verified,copilot-auto-verify,reports--print-work-activity-report
reporting,reports,print-income-statement-report,accountant,important,verified,copilot-auto-verify,reports--print-income-statement-report
reporting,reports,print-bank-reconciliation-statement,accountant,important,verified,copilot-auto-verify,reports--print-bank-reconciliation-statement
reporting,reports,resolve-report-data-load-failure,general,critical,verified,copilot-auto-verify,reports--resolve-report-data-load-failure
reporting,work-activity,open-work-activity-summary-report,general,important,verified,copilot-auto-verify,work-activity--open-work-activity-summary-report
reporting,work-activity,select-contact-for-work-activity-report,general,critical,verified,copilot-auto-verify,work-activity--select-contact-for-work-activity-report
reporting,work-activity,set-work-activity-start-date-filter,general,important,verified,copilot-auto-verify,work-activity--set-work-activity-start-date-filter
reporting,work-activity,set-work-activity-end-date-filter,general,important,verified,copilot-auto-verify,work-activity--set-work-activity-end-date-filter
reporting,work-activity,clear-work-activity-filters,general,important,verified,copilot-auto-verify,work-activity--clear-work-activity-filters
reporting,work-activity,toggle-work-activity-detail-level-summary-or-notes,general,important,verified,copilot-auto-verify,work-activity--toggle-work-activity-detail-level-summary-or-notes
reporting,work-activity,view-work-activity-metric-cards,general,important,verified,copilot-auto-verify,work-activity--view-work-activity-metric-cards
reporting,work-activity,review-billable-vs-nonbillable-activity,general,important,verified,copilot-auto-verify,work-activity--review-billable-vs-nonbillable-activity
reporting,work-activity,identify-ritual-vs-staff-activity-sources,general,important,verified,copilot-auto-verify,work-activity--identify-ritual-vs-staff-activity-sources
reporting,work-activity,print-work-activity-evidence-pdf,general,important,draft,copilot-auto-verify,work-activity--print-work-activity-evidence-pdf
reporting,work-activity,review-work-activity-log-timeline,general,important,verified,copilot-auto-verify,work-activity--review-work-activity-log-timeline
reporting,work-activity,resolve-work-activity-data-load-failure,general,critical,verified,copilot-auto-verify,work-activity--resolve-work-activity-data-load-failure
reporting,client-statement,open-client-statement-report,general,important,verified,copilot-auto-verify,client-statement--open-client-statement-report
reporting,client-statement,select-client-for-statement,general,critical,verified,copilot-auto-verify,client-statement--select-client-for-statement
reporting,client-statement,set-client-statement-start-date,general,important,draft,copilot-auto-verify,client-statement--set-client-statement-start-date
reporting,client-statement,set-client-statement-end-date,general,important,draft,copilot-auto-verify,client-statement--set-client-statement-end-date
reporting,client-statement,apply-month-to-date-range,general,important,verified,copilot-auto-verify,client-statement--apply-month-to-date-range
reporting,client-statement,clear-client-statement-date-filters,general,important,draft,copilot-auto-verify,client-statement--clear-client-statement-date-filters
reporting,client-statement,generate-client-statement-ledger,general,critical,draft,copilot-auto-verify,client-statement--generate-client-statement-ledger
reporting,client-statement,calculate-balance-forward,general,important,verified,copilot-auto-verify,client-statement--calculate-balance-forward
reporting,client-statement,calculate-running-balance-per-entry,general,important,verified,copilot-auto-verify,client-statement--calculate-running-balance-per-entry
reporting,client-statement,review-total-balance-due,general,critical,verified,copilot-auto-verify,client-statement--review-total-balance-due
reporting,client-statement,print-client-statement,general,important,draft,copilot-auto-verify,client-statement--print-client-statement
reporting,client-statement,resolve-client-statement-data-load-failure,general,critical,draft,copilot-auto-verify,client-statement--resolve-client-statement-data-load-failure
reporting,worker-time-log,open-worker-time-log-report,admin,important,verified,copilot-auto-verify,worker-time-log--open-worker-time-log-report
reporting,worker-time-log,select-worker-filter-for-time-log,admin,critical,verified,copilot-auto-verify,worker-time-log--select-worker-filter-for-time-log
reporting,worker-time-log,set-time-log-start-date-filter,admin,important,verified,copilot-auto-verify,worker-time-log--set-time-log-start-date-filter
reporting,worker-time-log,set-time-log-end-date-filter,admin,important,verified,copilot-auto-verify,worker-time-log--set-time-log-end-date-filter
reporting,worker-time-log,clear-worker-time-log-filters,admin,important,verified,copilot-auto-verify,worker-time-log--clear-worker-time-log-filters
reporting,worker-time-log,sort-worker-time-log-by-worker-client-date-billing,admin,important,draft,copilot-auto-verify,worker-time-log--sort-worker-time-log-by-worker-client-date-billing
reporting,worker-time-log,log-new-time-card-entry,admin,critical,verified,copilot-auto-verify,worker-time-log--log-new-time-card-entry
reporting,worker-time-log,edit-manual-time-log-entry,admin,important,verified,copilot-auto-verify,worker-time-log--edit-manual-time-log-entry
reporting,worker-time-log,delete-manual-time-log-entry,admin,critical,verified,copilot-auto-verify,worker-time-log--delete-manual-time-log-entry
reporting,worker-time-log,schedule-time-log-entry-in-calendar,admin,important,verified,copilot-auto-verify,worker-time-log--schedule-time-log-entry-in-calendar
reporting,worker-time-log,open-worker-document-folder-from-time-log,admin,important,draft,copilot-auto-verify,worker-time-log--open-worker-document-folder-from-time-log
reporting,worker-time-log,review-total-hours-billable-hours-and-billable-amount,admin,important,verified,copilot-auto-verify,worker-time-log--review-total-hours-billable-hours-and-billable-amount
reporting,worker-time-log,resolve-worker-time-log-data-load-failure,admin,critical,verified,copilot-auto-verify,worker-time-log--resolve-worker-time-log-data-load-failure
reporting,worker-time-log,redirect-calendar-entry-edit-to-scheduler,admin,important,verified,copilot-auto-verify,worker-time-log--redirect-calendar-entry-edit-to-scheduler
reporting,worker-time-log,block-direct-delete-for-calendar-sourced-entries,admin,important,verified,copilot-auto-verify,worker-time-log--block-direct-delete-for-calendar-sourced-entries
reporting,client-time-log,open-client-time-log-report,general,important,verified,copilot-auto-verify,client-time-log--open-client-time-log-report
reporting,client-time-log,select-client-filter-for-time-log,general,critical,draft,copilot-auto-verify,client-time-log--select-client-filter-for-time-log
reporting,client-time-log,set-client-time-log-start-date-filter,general,important,draft,copilot-auto-verify,client-time-log--set-client-time-log-start-date-filter
reporting,client-time-log,set-client-time-log-end-date-filter,general,important,draft,copilot-auto-verify,client-time-log--set-client-time-log-end-date-filter
reporting,client-time-log,clear-client-time-log-filters,general,important,draft,copilot-auto-verify,client-time-log--clear-client-time-log-filters
reporting,client-time-log,sort-client-time-log-by-client-worker-date-and-billable,general,important,verified,copilot-auto-verify,client-time-log--sort-client-time-log-by-client-worker-date-and-billable
reporting,client-time-log,log-new-client-time-entry,general,critical,verified,copilot-auto-verify,client-time-log--log-new-client-time-entry
reporting,client-time-log,edit-manual-client-time-log-entry,general,important,verified,copilot-auto-verify,client-time-log--edit-manual-client-time-log-entry
reporting,client-time-log,delete-manual-client-time-log-entry,general,critical,draft,copilot-auto-verify,client-time-log--delete-manual-client-time-log-entry
reporting,client-time-log,schedule-client-time-entry-in-calendar,general,important,draft,copilot-auto-verify,client-time-log--schedule-client-time-entry-in-calendar
reporting,client-time-log,create-invoice-from-client-time-entry,general,critical,draft,copilot-auto-verify,client-time-log--create-invoice-from-client-time-entry
reporting,client-time-log,create-invoice-for-selected-client-total,general,critical,draft,copilot-auto-verify,client-time-log--create-invoice-for-selected-client-total
reporting,client-time-log,review-billable-hours-and-total-amount,general,important,verified,copilot-auto-verify,client-time-log--review-billable-hours-and-total-amount
reporting,client-time-log,redirect-calendar-entry-edit-to-scheduler,general,important,verified,copilot-auto-verify,client-time-log--redirect-calendar-entry-edit-to-scheduler
reporting,client-time-log,block-direct-delete-for-calendar-sourced-client-entries,general,important,draft,copilot-auto-verify,client-time-log--block-direct-delete-for-calendar-sourced-client-entries
reporting,client-time-log,resolve-client-time-log-data-load-failure,general,critical,verified,copilot-auto-verify,client-time-log--resolve-client-time-log-data-load-failure
productivity,calendar,open-command-centre-calendar,general,important,verified,copilot-auto-verify,calendar--open-command-centre-calendar
productivity,calendar,set-calendar-day-span-view,general,important,verified,copilot-auto-verify,calendar--set-calendar-day-span-view
productivity,calendar,set-calendar-visible-hour-window,general,important,verified,copilot-auto-verify,calendar--set-calendar-visible-hour-window
productivity,calendar,set-calendar-slot-granularity-per-hour,general,important,verified,copilot-auto-verify,calendar--set-calendar-slot-granularity-per-hour
productivity,calendar,navigate-calendar-previous-next-range,general,important,verified,copilot-auto-verify,calendar--navigate-calendar-previous-next-range
productivity,calendar,jump-calendar-to-today,general,important,verified,copilot-auto-verify,calendar--jump-calendar-to-today
productivity,calendar,pick-calendar-anchor-date,general,important,verified,copilot-auto-verify,calendar--pick-calendar-anchor-date
productivity,calendar,create-event-from-empty-time-slot,general,critical,verified,copilot-auto-verify,calendar--create-event-from-empty-time-slot
productivity,calendar,create-all-day-event-from-day-lane,general,important,verified,copilot-auto-verify,calendar--create-all-day-event-from-day-lane
productivity,calendar,drag-drop-event-to-reschedule-time,general,critical,verified,copilot-auto-verify,calendar--drag-drop-event-to-reschedule-time
productivity,calendar,drag-drop-event-to-all-day-lane,general,important,verified,copilot-auto-verify,calendar--drag-drop-event-to-all-day-lane
productivity,calendar,start-timer-from-calendar-event,general,important,verified,copilot-auto-verify,calendar--start-timer-from-calendar-event
productivity,calendar,log-actual-time-from-calendar-event,general,important,verified,copilot-auto-verify,calendar--log-actual-time-from-calendar-event
productivity,calendar,mark-calendar-task-complete-or-reopen,general,critical,verified,copilot-auto-verify,calendar--mark-calendar-task-complete-or-reopen
productivity,calendar,open-linked-project-workspace-from-calendar-event,general,important,verified,copilot-auto-verify,calendar--open-linked-project-workspace-from-calendar-event
productivity,calendar,create-reminder-event-from-reminder-page,general,important,verified,copilot-auto-verify,calendar--create-reminder-event-from-reminder-page
productivity,calendar,open-calendar-instructions-page,general,important,verified,copilot-auto-verify,calendar--open-calendar-instructions-page
productivity,calendar,resolve-calendar-event-load-failure,general,critical,verified,copilot-auto-verify,calendar--resolve-calendar-event-load-failure
assistant,knowledge,define-ogeemo-assistant,general,critical,missing,copilot-auto-verify,knowledge--define-ogeemo-assistant
assistant,knowledge,explain-ogeemo-assistant-capabilities,general,important,missing,copilot-auto-verify,knowledge--explain-ogeemo-assistant-capabilities
assistant,knowledge,explain-ogeemo-assistant-limitations,general,important,missing,copilot-auto-verify,knowledge--explain-ogeemo-assistant-limitations
assistant,knowledge,describe-ogeemo-platform-overview,general,critical,missing,copilot-auto-verify,knowledge--describe-ogeemo-platform-overview
assistant,knowledge,list-ogeemo-feature-categories,general,critical,missing,copilot-auto-verify,knowledge--list-ogeemo-feature-categories
assistant,knowledge,describe-ogeemo-crm-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-crm-features
assistant,knowledge,describe-ogeemo-document-and-file-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-document-and-file-features
assistant,knowledge,describe-ogeemo-accounting-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-accounting-features
assistant,knowledge,describe-ogeemo-payroll-and-hr-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-payroll-and-hr-features
assistant,knowledge,describe-ogeemo-reporting-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-reporting-features
assistant,knowledge,describe-ogeemo-task-project-and-calendar-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-task-project-and-calendar-features
assistant,knowledge,describe-ogeemo-idea-and-planning-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-idea-and-planning-features
assistant,knowledge,describe-ogeemo-admin-and-security-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-admin-and-security-features
assistant,knowledge,describe-ogeemo-backup-and-recovery-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-backup-and-recovery-features
assistant,knowledge,describe-ogeemo-ai-assistant-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-ai-assistant-features
assistant,knowledge,describe-ogeemo-image-and-creative-tools,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-image-and-creative-tools
assistant,knowledge,describe-ogeemo-wellness-features,general,important,missing,copilot-auto-verify,knowledge--describe-ogeemo-wellness-features
assistant,knowledge,summarize-ogeemo-features-by-user-role,general,important,missing,copilot-auto-verify,knowledge--summarize-ogeemo-features-by-user-role
assistant,knowledge,list-ogeemo-apps,general,critical,missing,copilot-auto-verify,knowledge--list-ogeemo-apps
assistant,knowledge,describe-ogeemo-app-suite-overview,general,critical,missing,copilot-auto-verify,knowledge--describe-ogeemo-app-suite-overview
assistant,knowledge,map-ogeemo-apps-by-category,general,important,missing,copilot-auto-verify,knowledge--map-ogeemo-apps-by-category
assistant,knowledge,list-ogeemo-core-business-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-core-business-apps
assistant,knowledge,list-ogeemo-productivity-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-productivity-apps
assistant,knowledge,list-ogeemo-finance-and-payroll-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-finance-and-payroll-apps
assistant,knowledge,list-ogeemo-reporting-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-reporting-apps
assistant,knowledge,list-ogeemo-admin-and-governance-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-admin-and-governance-apps
assistant,knowledge,list-ogeemo-ai-and-creative-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-ai-and-creative-apps
assistant,knowledge,list-ogeemo-wellness-and-ritual-apps,general,important,missing,copilot-auto-verify,knowledge--list-ogeemo-wellness-and-ritual-apps
assistant,knowledge,explain-what-counts-as-an-ogeemo-app,general,important,missing,copilot-auto-verify,knowledge--explain-what-counts-as-an-ogeemo-app
assistant,knowledge,summarize-ogeemo-apps-by-user-role,general,important,missing,copilot-auto-verify,knowledge--summarize-ogeemo-apps-by-user-role
assistant,knowledge,recommend-which-ogeemo-app-to-use-for-a-task,general,important,missing,copilot-auto-verify,knowledge--recommend-which-ogeemo-app-to-use-for-a-task
assistant,knowledge,compare-ogeemo-apps-and-how-they-work-together,general,important,missing,copilot-auto-verify,knowledge--compare-ogeemo-apps-and-how-they-work-together
assistant,knowledge,list-left-sidebar-menu-actions,general,critical,missing,copilot-auto-verify,knowledge--list-left-sidebar-menu-actions
assistant,knowledge,describe-left-sidebar-menu-structure,general,critical,missing,copilot-auto-verify,knowledge--describe-left-sidebar-menu-structure
assistant,knowledge,map-left-sidebar-actions-by-category,general,important,missing,copilot-auto-verify,knowledge--map-left-sidebar-actions-by-category
assistant,knowledge,list-left-sidebar-crm-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-crm-actions
assistant,knowledge,list-left-sidebar-files-and-document-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-files-and-document-actions
assistant,knowledge,list-left-sidebar-accounting-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-accounting-actions
assistant,knowledge,list-left-sidebar-payroll-and-hr-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-payroll-and-hr-actions
assistant,knowledge,list-left-sidebar-reporting-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-reporting-actions
assistant,knowledge,list-left-sidebar-productivity-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-productivity-actions
assistant,knowledge,list-left-sidebar-admin-and-settings-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-admin-and-settings-actions
assistant,knowledge,list-left-sidebar-assistant-and-tools-actions,general,important,missing,copilot-auto-verify,knowledge--list-left-sidebar-assistant-and-tools-actions
assistant,knowledge,explain-left-sidebar-action-visibility-by-role,general,important,missing,copilot-auto-verify,knowledge--explain-left-sidebar-action-visibility-by-role
assistant,knowledge,find-left-sidebar-action-for-user-goal,general,important,missing,copilot-auto-verify,knowledge--find-left-sidebar-action-for-user-goal
assistant,knowledge,troubleshoot-missing-left-sidebar-menu-action,general,critical,missing,copilot-auto-verify,knowledge--troubleshoot-missing-left-sidebar-menu-action
assistant,knowledge,summarize-left-sidebar-quick-start-actions,general,important,missing,copilot-auto-verify,knowledge--summarize-left-sidebar-quick-start-actions
assistant,knowledge,define-action-chip,general,critical,missing,copilot-auto-verify,knowledge--define-action-chip
assistant,knowledge,explain-what-action-chips-do,general,critical,missing,copilot-auto-verify,knowledge--explain-what-action-chips-do
assistant,knowledge,describe-action-chip-lifecycle,general,important,missing,copilot-auto-verify,knowledge--describe-action-chip-lifecycle
assistant,knowledge,explain-action-chip-fields-and-metadata,general,important,missing,copilot-auto-verify,knowledge--explain-action-chip-fields-and-metadata
assistant,knowledge,create-and-edit-action-chip-workflow,general,important,missing,copilot-auto-verify,knowledge--create-and-edit-action-chip-workflow
assistant,knowledge,assign-action-chip-and-manage-ownership,general,important,missing,copilot-auto-verify,knowledge--assign-action-chip-and-manage-ownership
assistant,knowledge,set-action-chip-priority-and-due-date,general,important,missing,copilot-auto-verify,knowledge--set-action-chip-priority-and-due-date
assistant,knowledge,link-action-chip-to-projects-contacts-and-files,general,important,missing,copilot-auto-verify,knowledge--link-action-chip-to-projects-contacts-and-files
assistant,knowledge,convert-between-action-chip-task-and-project,general,important,missing,copilot-auto-verify,knowledge--convert-between-action-chip-task-and-project
assistant,knowledge,complete-reopen-and-archive-action-chip,general,important,missing,copilot-auto-verify,knowledge--complete-reopen-and-archive-action-chip
assistant,knowledge,find-action-chip-from-left-sidebar-and-modules,general,important,missing,copilot-auto-verify,knowledge--find-action-chip-from-left-sidebar-and-modules
assistant,knowledge,troubleshoot-action-chip-not-saving-or-permission-errors,general,critical,missing,copilot-auto-verify,knowledge--troubleshoot-action-chip-not-saving-or-permission-errors
assistant,knowledge,explain-action-chip-automation-and-reminders,general,important,missing,copilot-auto-verify,knowledge--explain-action-chip-automation-and-reminders
assistant,knowledge,summarize-action-chip-best-practices,general,important,missing,copilot-auto-verify,knowledge--summarize-action-chip-best-practices
assistant,knowledge,explain-left-sidebar-favorites-overview,general,critical,missing,copilot-auto-verify,knowledge--explain-left-sidebar-favorites-overview
assistant,knowledge,add-item-to-left-sidebar-favorites,general,important,missing,copilot-auto-verify,knowledge--add-item-to-left-sidebar-favorites
assistant,knowledge,remove-item-from-left-sidebar-favorites,general,important,missing,copilot-auto-verify,knowledge--remove-item-from-left-sidebar-favorites
assistant,knowledge,reorder-left-sidebar-favorites,general,important,missing,copilot-auto-verify,knowledge--reorder-left-sidebar-favorites
assistant,knowledge,pin-and-unpin-left-sidebar-sections,general,important,missing,copilot-auto-verify,knowledge--pin-and-unpin-left-sidebar-sections
assistant,knowledge,expand-and-collapse-left-sidebar-groups,general,important,missing,copilot-auto-verify,knowledge--expand-and-collapse-left-sidebar-groups
assistant,knowledge,explain-left-sidebar-default-vs-custom-order,general,important,missing,copilot-auto-verify,knowledge--explain-left-sidebar-default-vs-custom-order
assistant,knowledge,explain-left-sidebar-role-based-item-visibility,general,critical,missing,copilot-auto-verify,knowledge--explain-left-sidebar-role-based-item-visibility
assistant,knowledge,explain-left-sidebar-context-sensitive-items,general,important,missing,copilot-auto-verify,knowledge--explain-left-sidebar-context-sensitive-items
assistant,knowledge,search-and-locate-action-from-left-sidebar,general,important,missing,copilot-auto-verify,knowledge--search-and-locate-action-from-left-sidebar
assistant,knowledge,restore-left-sidebar-default-layout,general,important,missing,copilot-auto-verify,knowledge--restore-left-sidebar-default-layout
assistant,knowledge,sync-left-sidebar-preferences-across-sessions,general,important,missing,copilot-auto-verify,knowledge--sync-left-sidebar-preferences-across-sessions
assistant,knowledge,troubleshoot-left-sidebar-favorites-not-saving,general,critical,missing,copilot-auto-verify,knowledge--troubleshoot-left-sidebar-favorites-not-saving
assistant,knowledge,troubleshoot-missing-left-sidebar-menu-items,general,critical,missing,copilot-auto-verify,knowledge--troubleshoot-missing-left-sidebar-menu-items
assistant,knowledge,explain-left-sidebar-behavior-on-mobile-vs-desktop,general,important,missing,copilot-auto-verify,knowledge--explain-left-sidebar-behavior-on-mobile-vs-desktop
assistant,knowledge,summarize-left-sidebar-best-practices,general,important,missing,copilot-auto-verify,knowledge--summarize-left-sidebar-best-practices
assistant,knowledge,define-bks-in-ogeemo,general,critical,missing,copilot-auto-verify,knowledge--define-bks-in-ogeemo
assistant,knowledge,expand-bks-acronym-and-meaning,general,critical,missing,copilot-auto-verify,knowledge--expand-bks-acronym-and-meaning
assistant,knowledge,explain-why-bks-is-used-in-ogeemo,general,important,missing,copilot-auto-verify,knowledge--explain-why-bks-is-used-in-ogeemo
assistant,knowledge,describe-bks-ledger-module-overview,general,important,missing,copilot-auto-verify,knowledge--describe-bks-ledger-module-overview
assistant,knowledge,map-bks-to-bookkeeping-workflows,general,important,missing,copilot-auto-verify,knowledge--map-bks-to-bookkeeping-workflows
assistant,knowledge,list-bks-features-and-capabilities,general,important,missing,copilot-auto-verify,knowledge--list-bks-features-and-capabilities
assistant,knowledge,explain-bks-general-income-expense-tabs,general,important,missing,copilot-auto-verify,knowledge--explain-bks-general-income-expense-tabs
assistant,knowledge,explain-how-bks-connects-to-reports,general,important,missing,copilot-auto-verify,knowledge--explain-how-bks-connects-to-reports
assistant,knowledge,explain-how-bks-differs-from-other-accounting-sections,general,important,missing,copilot-auto-verify,knowledge--explain-how-bks-differs-from-other-accounting-sections
assistant,knowledge,identify-who-should-use-bks-and-when,general,important,missing,copilot-auto-verify,knowledge--identify-who-should-use-bks-and-when
assistant,knowledge,provide-bks-quick-start-explanation,general,important,missing,copilot-auto-verify,knowledge--provide-bks-quick-start-explanation
assistant,knowledge,troubleshoot-common-bks-confusion,general,important,missing,copilot-auto-verify,knowledge--troubleshoot-common-bks-confusion
